views,retweets,quotes,likes,bookmarks,tweet,profile_picture,name,profile_handle,profile_url,tweet_timing,tweet_date,tweet_id,tweet_url
17K,"2,091",87K,61,61,"Stock Market up almost 40% since the Election, with 7 Trillion Dollars of U.S. value built throughout the economy. Lowest unemployment rate in many decades, with Black & Hispanic unemployment lowest in History, and Female unemployment lowest in 21 years. Highest confidence ever!",https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg,Donald J. Trump,@realDonaldTrump,https://www.twitter.com/realDonaldTrump,2:52 PM,"Jun 11, 2018",1006293144911085568,https://www.twitter.com/realDonaldTrump/status/1006293144911085568
"9,662","1,548",53.4K,26,26,The Democrats should get together with their Republican counterparts and work something out on Border Security & Safety. Don’t wait until after the election because you are going to lose!,https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg,Donald J. Trump,@realDonaldTrump,https://www.twitter.com/realDonaldTrump,5:49 PM,"Jun 17, 2018",1008511869970255872,https://www.twitter.com/realDonaldTrump/status/1008511869970255872
"9,790","3,626",47.8K,39,39,Crime in Germany is up 10% plus (officials do not want to report these crimes) since migrants were accepted. Others countries are even worse. Be smart America!,https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg,Donald J. Trump,@realDonaldTrump,https://www.twitter.com/realDonaldTrump,6:52 AM,"Jun 19, 2018",1009071330661142533,https://www.twitter.com/realDonaldTrump/status/1009071330661142533
11.8K,"3,252",53.2K,31,31,"Republicans should stop wasting their time on Immigration until after we elect more Senators and Congressmen/women in November. Dems are just playing games, have no intention of doing anything to solves this decades old problem. We can pass great legislation after the Red Wave!",https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg,Donald J. Trump,@realDonaldTrump,https://www.twitter.com/realDonaldTrump,4:06 AM,"Jun 22, 2018",1010116816998490113,https://www.twitter.com/realDonaldTrump/status/1010116816998490113
"9,097","3,610",52.4K,32,32,"Now that Harley-Davidson is moving part of its operation out of the U.S., my Administration is working with other Motor Cycle companies who want to move into the U.S. Harley customers are not happy with their move - sales are down 7% in 2017. The U.S. is where the Action is!",https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg,Donald J. Trump,@realDonaldTrump,https://www.twitter.com/realDonaldTrump,7:00 AM,"Jul 3, 2018",1014146835135516672,https://www.twitter.com/realDonaldTrump/status/1014146835135516672
"8,579","1,261",43K,14,14,"The United States is spending far more on NATO than any other Country. This is not fair, nor is it acceptable. While these countries have been increasing their contributions since I took office, they must do much more. Germany is at 1%, the U.S. is at 4%, and NATO benefits.......",https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg,Donald J. Trump,@realDonaldTrump,https://www.twitter.com/realDonaldTrump,4:55 AM,"Jul 9, 2018",1016289620596789248,https://www.twitter.com/realDonaldTrump/status/1016289620596789248
25.6K,"1,699",124.4K,52,52,"On behalf of the United States, congratulations to the Thai Navy SEALs and all on the successful rescue of the 12 boys and their coach from the treacherous cave in Thailand. Such a beautiful moment - all freed, great job!",https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg,Donald J. Trump,@realDonaldTrump,https://www.twitter.com/realDonaldTrump,5:39 AM,"Jul 10, 2018",1016663151935291393,https://www.twitter.com/realDonaldTrump/status/1016663151935291393
20.6K,"2,720",99.2K,114,114,"Iranian Harassment of U.S. Warships:

2015: 22
2016: 36
2017: 14
2018: 0

Source: @USNavy",https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg,Donald J. Trump,@realDonaldTrump,https://www.twitter.com/realDonaldTrump,1:29 PM,"Jul 8, 2018",,https://www.twitter.com/USNavy
"9,508","1,202",49K,28,28,"Billions of additional dollars are being spent by NATO countries since my visit last year, at my request, but it isn’t nearly enough. U.S. spends too much. Europe’s borders are BAD! Pipeline dollars to Russia are not acceptable!",https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg,Donald J. Trump,@realDonaldTrump,https://www.twitter.com/realDonaldTrump,4:33 PM,"Jul 11, 2018",1017190186269184001,https://www.twitter.com/realDonaldTrump/status/1017190186269184001
10.7K,"1,489",66.4K,19,19,Great success today at NATO! Billions of additional dollars paid by members since my election. Great spirit!,https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg,Donald J. Trump,@realDonaldTrump,https://www.twitter.com/realDonaldTrump,10:52 AM,"Jul 12, 2018",1017466758280679425,https://www.twitter.com/realDonaldTrump/status/1017466758280679425
